#,#
Stable display name within the parent folder. Tree operations enforce uniqueness without conflating it with the document ID or checksum.,Stable display name within the parent folder. Tree operations enforce uniqueness without conflating it with the document ID or checksum.
Stable File record identity for file-backed documents; source_file remains the canonical attachment URL.,Stable File record identity for file-backed documents; source_file remains the canonical attachment URL.
Stale,Stale
Start Conversation,Start Conversation
"Start your local runtime, then run Test All Providers.","Start your local runtime, then run Test All Providers."
Started At,Started At
Started pulling local model {0} onto {1}.,Started pulling local model {0} onto {1}.
Statistics,Statistics
Status,Status
Step,Step
Step '{0}' failed: {1},Step '{0}' failed: {1}
Step Log,Step Log
Step Logs,Step Logs
Steps,Steps
Stop,Stop
Stop Generation,Stop Generation
Stop generation,Stop generation
Stop Sequences,Stop Sequences
Storage & Retention,Storage & Retention
Storage Folder,Storage Folder
Storage Folder must be a folder.,Storage Folder must be a folder.
Storage Folder {0} does not exist.,Storage Folder {0} does not exist.
Strategy,Strategy
Streaming,Streaming
Strict Local Only,Strict Local Only
Strict Local Only Mode,Strict Local Only Mode
Strict Schema,Strict Schema
String,String
Structured Extraction,Structured Extraction
Structured Output,Structured Output
Structured output failed schema validation: {0},Structured output failed schema validation: {0}
Structured warnings from extraction (ING-05): persisted via canonical reader manager. Empty array means clean extraction; partial extraction stores warnings while status remains Indexed.,Structured warnings from extraction (ING-05): persisted via canonical reader manager. Empty array means clean extraction; partial extraction stores warnings while status remains Indexed.
Sub Pipeline,Sub Pipeline
Sub-pipeline {0} ended with status {1}: {2},Sub-pipeline {0} ended with status {1}: {2}
Subject,Subject
"Subject domain, for example ""construction contracts"" or ""medical records"".","Subject domain, for example ""construction contracts"" or ""medical records""."
Success,Success
Successful,Successful
Suggested Models,Suggested Models
Summarise,Summarise
Summarise Conversation,Summarise Conversation
Summarise the document I just uploaded: {0},Summarise the document I just uploaded: {0}
Summarise the documents I uploaded this week,Summarise the documents I uploaded this week
Summarise this {0}.,Summarise this {0}.
Summarising...,Summarising...
Summarization,Summarization
Summarize,Summarize
summarize,summarize
Summary,Summary
Supported Formats,Supported Formats
Supports JSON Mode,Supports JSON Mode
Supports Streaming,Supports Streaming
Supports Tool Calling,Supports Tool Calling
Supports Vision,Supports Vision
System,System
System Prompt,System Prompt
System Prompt Override,System Prompt Override
System-generated source attribution. This value cannot be supplied by a model or client.,System-generated source attribution. This value cannot be supplied by a model or client.
table,table
Tag,Tag
Tags,Tags
Target agent does not exist.,Target agent does not exist.
Target characters per chunk. Larger windows keep more context but reduce retrieval precision.,Target characters per chunk. Larger windows keep more context but reduce retrieval precision.
Target DocType,Target DocType
Target DocType (Unsupported),Target DocType (Unsupported)
Target Field,Target Field
Target folder,Target folder
Target Language,Target Language
Target language for the Translate action.,Target language for the Translate action.
Target Report,Target Report
Target role does not exist.,Target role does not exist.
Target Scope,Target Scope
Target scope is invalid.,Target scope is invalid.
Target scope is valid.,Target scope is valid.
Target Scope Value,Target Scope Value
Target Scope Value is required for a non-global scope.,Target Scope Value is required for a non-global scope.
Target user does not exist.,Target user does not exist.
Task Type,Task Type
Tasks,Tasks
Teach,Teach
Teach AI,Teach AI
Teach the AI,Teach the AI
"Teach the platform facts, preferences and procedures. Candidates are validated for provenance, tested for conflicts, approved by an AI Manager, and become persistent memories and skills that shape future answers.","Teach the platform facts, preferences and procedures. Candidates are validated for provenance, tested for conflicts, approved by an AI Manager, and become persistent memories and skills that shape future answers."
Teaching content cannot be empty.,Teaching content cannot be empty.
Teaching User,Teaching User
Teaching user {0} does not exist.,Teaching user {0} does not exist.
Teaching User: {0},Teaching User: {0}
Technical,Technical
Technical beta only. Disable until SEC-01/TRN-01 enforce authorized KB scope and policy-safe identity on every translation path.,Technical beta only. Disable until SEC-01/TRN-01 enforce authorized KB scope and policy-safe identity on every translation path.
Temperature,Temperature
Temperature must be between 0 and 2.,Temperature must be between 0 and 2.
Template Name,Template Name
Template Preview,Template Preview
Terminology,Terminology
Terms,Terms
Test,Test
Test Agent,Test Agent
Test All,Test All
Test All Providers,Test All Providers
Test Automation Rule,Test Automation Rule
Test Connection,Test Connection
Test Extraction,Test Extraction
Test Model,Test Model
Test on a Document,Test on a Document
Test on Sample Text,Test on Sample Text
Testing providers...,Testing providers...
Testing Status,Testing Status
Testing...,Testing...
Text,Text
text,text
Text content is required when Source Type is Text.,Text content is required when Source Type is Text.
Text Direction,Text Direction
Text Generation WebUI,Text Generation WebUI
The AI Document was deleted while its attachment was being saved.,The AI Document was deleted while its attachment was being saved.
The AI Platform is disabled in AI Platform Settings.,The AI Platform is disabled in AI Platform Settings.
The AI Platform is disabled. Enable it in AI Platform Settings.,The AI Platform is disabled. Enable it in AI Platform Settings.
The AI provider <b>{0}</b> at {1} is no longer reachable.<br><br>Error: {2},The AI provider <b>{0}</b> at {1} is no longer reachable.<br><br>Error: {2}
The bulk selection changed. Refresh and try again.,The bulk selection changed. Refresh and try again.
The Classify step needs a 'categories' list in its configuration.,The Classify step needs a 'categories' list in its configuration.
The Compare step needs two documents in the run context.,The Compare step needs two documents in the run context.
The Custom Method step needs a dotted method path.,The Custom Method step needs a dotted method path.
The document changed while it was being deleted. Refresh and try again.,The document changed while it was being deleted. Refresh and try again.
The document source or location changed. Refresh and try again.,The document source or location changed. Refresh and try again.
"The document source, location, or attachments changed. Refresh and try again.","The document source, location, or attachments changed. Refresh and try again."
The embedding model changed. Existing vectors are no longer comparable -,The embedding model changed. Existing vectors are no longer comparable -
The embedding provider returned a malformed response.,The embedding provider returned a malformed response.
The embedding provider returned a non-list response.,The embedding provider returned a non-list response.
The embedding provider returned a non-numeric vector for chunk {0}.,The embedding provider returned a non-numeric vector for chunk {0}.
The embedding provider returned an empty vector for chunk {0}.,The embedding provider returned an empty vector for chunk {0}.
The embedding provider returned an invalid vector for chunk {0}.,The embedding provider returned an invalid vector for chunk {0}.
The embedding provider returned an unnormalizable vector for chunk {0}.,The embedding provider returned an unnormalizable vector for chunk {0}.
The embedding provider returned {0} dimensions for chunk {1}; expected {2}.,The embedding provider returned {0} dimensions for chunk {1}; expected {2}.
The embedding provider returned {0} vectors for {1} chunks.,The embedding provider returned {0} vectors for {1} chunks.
The embedding provider returned {0} vectors for {1} inputs.,The embedding provider returned {0} vectors for {1} inputs.
The Extract Data step needs an extraction schema.,The Extract Data step needs an extraction schema.
The file extension leaves no room for a copy name.,The file extension leaves no room for a copy name.
The file location changed. Refresh and try again.,The file location changed. Refresh and try again.
The folder is not empty. Confirm recursive deletion first.,The folder is not empty. Confirm recursive deletion first.
The folder location changed. Refresh and try again.,The folder location changed. Refresh and try again.
The folder operation failed and was not applied. Nothing was moved.,The folder operation failed and was not applied. Nothing was moved.
The folder operation failed.,The folder operation failed.
The folder selector is not available. Reload Desk and try again.,The folder selector is not available. Reload Desk and try again.
The folder selector is still loading. Reload Desk and try again.,The folder selector is still loading. Reload Desk and try again.
The folder subtree changed. Refresh and try again.,The folder subtree changed. Refresh and try again.
The indexed document {0} was kept.,The indexed document {0} was kept.
The invocation agent does not match the conversation agent.,The invocation agent does not match the conversation agent.
The knowledge export documents value must be a JSON array.,The knowledge export documents value must be a JSON array.
The knowledge export is not valid JSON: {0},The knowledge export is not valid JSON: {0}
The knowledge export knowledge_base value must be a JSON object.,The knowledge export knowledge_base value must be a JSON object.
The knowledge export root must be a JSON object.,The knowledge export root must be a JSON object.
The Learning Loop is disabled in AI Platform Settings.,The Learning Loop is disabled in AI Platform Settings.
The model could not start.,The model could not start.
The model could not start. Try qwen2.5:0.5b on this machine.,The model could not start. Try qwen2.5:0.5b on this machine.
The model could not start. Try qwen2.5:0.5b.,The model could not start. Try qwen2.5:0.5b.
The model name cannot contain control characters.,The model name cannot contain control characters.
The model pull worker requester does not match its execution authority.,The model pull worker requester does not match its execution authority.
The Office document container is corrupt.,The Office document container is corrupt.
The original requester is missing or disabled; execution was refused.,The original requester is missing or disabled; execution was refused.
The originating record does not exist.,The originating record does not exist.
The parent Pipeline Run does not exist.,The parent Pipeline Run does not exist.
The parent Pipeline Run is not active under the requesting user.,The parent Pipeline Run is not active under the requesting user.
The pipeline requester is missing or disabled.,The pipeline requester is missing or disabled.
The previous attempt was rejected by quality checks.,The previous attempt was rejected by quality checks.
The processing authority does not match the queued request.,The processing authority does not match the queued request.
The provider or model name exceeds the supported length.,The provider or model name exceeds the supported length.
The request failed.,The request failed.
The root folder cannot be copied.,The root folder cannot be copied.
The root folder cannot be deleted.,The root folder cannot be deleted.
The root folder cannot be moved.,The root folder cannot be moved.
The root folder cannot be renamed.,The root folder cannot be renamed.
The root folder cannot be used in a bulk mutation.,The root folder cannot be used in a bulk mutation.
The saved pipeline input is not valid JSON.,The saved pipeline input is not valid JSON.
The saved pipeline input must be a JSON object.,The saved pipeline input must be a JSON object.
The selected item no longer exists.,The selected item no longer exists.
The selected subtree changed after this operation was queued. Refresh and try again.,The selected subtree changed after this operation was queued. Refresh and try again.
The selected subtree changed. Refresh and try again.,The selected subtree changed. Refresh and try again.
The selected tree node cannot be copied.,The selected tree node cannot be copied.
The selected tree node cannot be deleted.,The selected tree node cannot be deleted.
The selected tree node cannot be moved.,The selected tree node cannot be moved.
The selected tree node cannot be renamed.,The selected tree node cannot be renamed.
The source and target languages must differ.,The source and target languages must differ.
The source document for this copy no longer exists.,The source document for this copy no longer exists.
The source document no longer exists.,The source document no longer exists.
The source File changed while this document was being saved. Refresh and try again.,The source File changed while this document was being saved. Refresh and try again.
The source file location changed. Refresh and try again.,The source file location changed. Refresh and try again.
The source URL is invalid.,The source URL is invalid.
The teaching user cannot be changed after candidate creation.,The teaching user cannot be changed after candidate creation.
The teaching user is not authorized to read the originating record.,The teaching user is not authorized to read the originating record.
The text is already in {0}.,The text is already in {0}.
The tool has no valid runtime limit.,The tool has no valid runtime limit.
"The Translate step needs a 'target_language' (ar, en or he) in its configuration.","The Translate step needs a 'target_language' (ar, en or he) in its configuration."
The uploaded file could not be read.,The uploaded file could not be read.
The {0} reader could not parse {1}: {2},The {0} reader could not parse {1}: {2}
The {0} reader found no readable text in {1}.,The {0} reader found no readable text in {1}.
This action needs approval. An AI Manager must approve invocation {0}.,This action needs approval. An AI Manager must approve invocation {0}.
This conversation has no messages to summarise.,This conversation has no messages to summarise.
This folder contains {0} file(s) that are not represented by AI Documents.,This folder contains {0} file(s) that are not represented by AI Documents.
This item changed after the tree was loaded. Refresh and try again.,This item changed after the tree was loaded. Refresh and try again.
This platform cannot enforce tool runtime limits; execution was refused.,This platform cannot enforce tool runtime limits; execution was refused.
This source type requires an originating record.,This source type requires an originating record.
This translation has no text to index yet.,This translation has no text to index yet.
This translation is already running.,This translation is already running.
This turn was cancelled.,This turn was cancelled.
This worker cannot safely enforce tool runtime limits; execution was refused.,This worker cannot safely enforce tool runtime limits; execution was refused.
Threads,Threads
Times Recalled,Times Recalled
Times Used,Times Used
Title,Title
To Date,To Date
Toggle context panel,Toggle context panel
tok,tok
tok/s,tok/s
Token Count,Token Count
Tokens,Tokens
tokens,tokens
Tokens (24h),Tokens (24h)
Tokens / Second,Tokens / Second
Tool,Tool
Tool Call,Tool Call
Tool Call ID,Tool Call ID
Tool execution exceeded the {0}-second runtime limit.,Tool execution exceeded the {0}-second runtime limit.
Tool Invocations,Tool Invocations
Tool Name,Tool Name
"Tool Name must be lowercase snake_case, 2-64 characters,","Tool Name must be lowercase snake_case, 2-64 characters,"
Tool Result,Tool Result
Tool Schema,Tool Schema
Tool Sensitive Fields,Tool Sensitive Fields
Tool Type,Tool Type
Tool {0} failed.,Tool {0} failed.
Tool {0} has no handler configured.,Tool {0} has no handler configured.
Tool {0} has no target DocType.,Tool {0} has no target DocType.
Tool {0} has no target report.,Tool {0} has no target report.
Tool {0} is disabled.,Tool {0} is disabled.
Tool {0} is not enabled for agent {1}.,Tool {0} is not enabled for agent {1}.
Tool {0} received unsupported arguments: {1}.,Tool {0} received unsupported arguments: {1}.
Tool {0} requires approval (invocation {1}); this pipeline run was stopped.,Tool {0} requires approval (invocation {1}); this pipeline run was stopped.
Tool {0} requires argument {1}.,Tool {0} requires argument {1}.
Tools,Tools
Top K,Top K
Top Models,Top Models
Top P,Top P
Top P must be between 0 and 1.,Top P must be between 0 and 1.
Top Score,Top Score
Top Users (7 days),Top Users (7 days)
Total Characters,Total Characters
Total Requests,Total Requests
Total Tokens,Total Tokens
Traceback,Traceback
Translate,Translate
Translate in Foreground,Translate in Foreground
Translate Into,Translate Into
Translate Now,Translate Now
Translate {0},Translate {0}
Translated,Translated
Translated Characters,Translated Characters
Translated Document,Translated Document
Translated Text,Translated Text
Translated {0} into {1}.,Translated {0} into {1}.
Translate…,Translate…
Translating,Translating
Translating...,Translating...
Translation,Translation
Translation Glossaries,Translation Glossaries
Translation is disabled in AI Platform Settings.,Translation is disabled in AI Platform Settings.
Translation memory key for this source text and language pair.,Translation memory key for this source text and language pair.
Translation Options,Translation Options
Translation queued,Translation queued
Translation Segment Size must be at least 200 characters.,Translation Segment Size must be at least 200 characters.
Translation to {0} is not supported.,Translation to {0} is not supported.
Translation {0} does not exist.,Translation {0} does not exist.
Translations,Translations
Tree,Tree
Tree updated,Tree updated
Trigger,Trigger
Triggered By,Triggered By
Turn,Turn
Turn ID,Turn ID
Type,Type
Type is valid.,Type is valid.
Unknown,Unknown
unknown,unknown
Unknown error,Unknown error
Unsupported action {0}.,Unsupported action {0}.
Unsupported candidate type {0}.,Unsupported candidate type {0}.
Unsupported folder sort order.,Unsupported folder sort order.
Unsupported source type {0}.,Unsupported source type {0}.
Unsupported step type {0}.,Unsupported step type {0}.
Unsupported tool type {0}.,Unsupported tool type {0}.
Untitled,Untitled
Updated,Updated
Upload,Upload
Upload could not be ingested,Upload could not be ingested
Upload Document,Upload Document
Upload your first document,Upload your first document
Upper bound of distinct pattern entities stored per document scan. The scan itself samples at most 1 MB of extracted text (head and tail).,Upper bound of distinct pattern entities stored per document scan. The scan itself samples at most 1 MB of extracted text (head and tail).
Urgent,Urgent
URL,URL
url,url
URL exceeded the maximum of {0} redirects.,URL exceeded the maximum of {0} redirects.
URL fetch ended without a document.,URL fetch ended without a document.
URL redirect did not include a Location header.,URL redirect did not include a Location header.
URL response could not be read: {0},URL response could not be read: {0}
URL response exceeded the configured {0} byte limit.,URL response exceeded the configured {0} byte limit.
URL response is larger than the configured {0} byte limit.,URL response is larger than the configured {0} byte limit.
URL returned an empty document.,URL returned an empty document.
URL returned an invalid Content-Length header.,URL returned an invalid Content-Length header.
URL returned HTTP {0}.,URL returned HTTP {0}.
URL returned unsupported Content-Type {0}.,URL returned unsupported Content-Type {0}.
Usage,Usage
Usage Snapshot,Usage Snapshot
Usage Snapshots,Usage Snapshots
Use Knowledge Retrieval,Use Knowledge Retrieval
Use Translation Memory,Use Translation Memory
Used,Used
User,User
User Agent,User Agent
User Prompt,User Prompt
User {0} cannot process AI Document {1}.,User {0} cannot process AI Document {1}.
User {0} cannot read AI Document {1}.,User {0} cannot read AI Document {1}.
User {0} cannot read source File {1}.,User {0} cannot read source File {1}.
User {0} cannot read source record {1} {2}.,User {0} cannot read source record {1} {2}.
User {0} is not allowed to ingest URL sources.,User {0} is not allowed to ingest URL sources.
User {0} no longer has permission to process {1}.,User {0} no longer has permission to process {1}.
User-Provided Context (Unverified): {0},User-Provided Context (Unverified): {0}
Users with this Role,Users with this Role
Validate & Test,Validate & Test
Validated,Validated
Validation,Validation
Validation failed: {0},Validation failed: {0}
Validation Notes,Validation Notes
Value,Value
value,value
Value is required.,Value is required.
Values must be a JSON object.,Values must be a JSON object.
Variable,Variable
Variables,Variables
Vector Norm,Vector Norm
Verify SSL,Verify SSL
Verify this many segments per document by translating them back and comparing embeddings. 0 disables it.,Verify this many segments per document by translating them back and comparing embeddings. 0 disables it.
Version,Version
Versions (Unsupported),Versions (Unsupported)
View,View
View Agent,View Agent
View Chunks,View Chunks
View Conversation,View Conversation
View Data,View Data
View Learning Dashboard,View Learning Dashboard
View List,View List
View Messages,View Messages
View Models,View Models
View Patterns,View Patterns
View Related,View Related
View Translations,View Translations
Visible to all AI Users,Visible to all AI Users
Vision,Vision
vLLM,vLLM
Waiting for the local model…,Waiting for the local model…
Warning,Warning
Warnings unavailable — retry.,Warnings unavailable — retry.
Weight,Weight
What does our refund policy say?,What does our refund policy say?
What would you like to teach?,What would you like to teach?
"When enabled, taught facts, preferences and instructions wait for an AI Manager to approve them before they affect future answers.","When enabled, taught facts, preferences and instructions wait for an AI Manager to approve them before they affect future answers."
"Whitespace that follows this segment in the source, so the document reassembles exactly.","Whitespace that follows this segment in the source, so the document reassembles exactly."
Words,Words
Workflow,Workflow
Yes,Yes
You appear to be offline. Reconnect and retry.,You appear to be offline. Reconnect and retry.
You are not permitted to read {0} {1}.,You are not permitted to read {0} {1}.
You are not permitted to read {0}.,You are not permitted to read {0}.
You are not permitted to use agent {0}.,You are not permitted to use agent {0}.
You are not permitted to use the agent {0}.,You are not permitted to use the agent {0}.
You are not permitted to use the tool {0}.,You are not permitted to use the tool {0}.
You cannot attribute teaching to another user.,You cannot attribute teaching to another user.
You cannot cancel this document.,You cannot cancel this document.
You cannot create items in this folder.,You cannot create items in this folder.
You cannot edit settings for folder '{0}' without write permission.,You cannot edit settings for folder '{0}' without write permission.
You cannot use a tool in this conversation.,You cannot use a tool in this conversation.
You cannot use translation memory from that knowledge base.,You cannot use translation memory from that knowledge base.
You do not have permission for the complete folder subtree.,You do not have permission for the complete folder subtree.
You do not have permission to attach a source to this AI Document.,You do not have permission to attach a source to this AI Document.
You do not have permission to create every document copy.,You do not have permission to create every document copy.
You do not have permission to create this document copy.,You do not have permission to create this document copy.
You do not have permission to search these knowledge bases.,You do not have permission to search these knowledge bases.
You do not have permission to view warnings.,You do not have permission to view warnings.
You may only validate your own knowledge candidates.,You may only validate your own knowledge candidates.
Your resource policy does not permit the model {0}.,Your resource policy does not permit the model {0}.
Your resource policy does not permit this action ({0}).,Your resource policy does not permit this action ({0}).
Your selection contains an item you cannot delete.,Your selection contains an item you cannot delete.
Your selection contains an item you cannot move.,Your selection contains an item you cannot move.
{0} cannot be negative.,{0} cannot be negative.
{0} Chunks,{0} Chunks
{0} chunks,{0} chunks
{0} chunks were embedded with the previous model.,{0} chunks were embedded with the previous model.
{0} contains unsupported characters.,{0} contains unsupported characters.
{0} conversations,{0} conversations
{0} document(s) moved.,{0} document(s) moved.
{0} document(s) queued.,{0} document(s) queued.
{0} embedded,{0} embedded
{0} failures,{0} failures
{0} file(s) copied.,{0} file(s) copied.
{0} flagged,{0} flagged
{0} has a template error on line {1}: {2},{0} has a template error on line {1}: {2}
{0} has no field named {1}.,{0} has no field named {1}.
{0} installed.,{0} installed.
{0} is a {1} model and cannot drive an agent.,{0} is a {1} model and cannot drive an agent.
{0} is not a known built-in handler. Available: {1},{0} is not a known built-in handler. Available: {1}
{0} is not a purgeable log type.,{0} is not a purgeable log type.
{0} is not a valid cron expression.,{0} is not a valid cron expression.
{0} is not an embedding model.,{0} is not an embedding model.
{0} is required for a {1} tool.,{0} is required for a {1} tool.
{0} is required for the {1} action.,{0} is required for the {1} action.
{0} is required.,{0} is required.
{0} item(s) moved.,{0} item(s) moved.
{0} messages,{0} messages
{0} model(s) available · {1} ms,{0} model(s) available · {1} ms
{0} ms avg,{0} ms avg
{0} must be a JSON array.,{0} must be a JSON array.
{0} must be a list.,{0} must be a list.
"{0} must be a {1} model, but {2} is a {3} model. {4}","{0} must be a {1} model, but {2} is a {3} model. {4}"
{0} must be at least {1}.,{0} must be at least {1}.
{0} must be between 0 and 1 (or 1-100 as a percentage). {1} is not valid.,{0} must be between 0 and 1 (or 1-100 as a percentage). {1} is not valid.
{0} must be one of: {1}.,{0} must be one of: {1}.
{0} of {1} providers are online.,{0} of {1} providers are online.
{0} passages,{0} passages
"{0} points to {1}, which is outside the local network.","{0} points to {1}, which is outside the local network."
{0} promoted to {1}.,{0} promoted to {1}.
{0} rejected candidate {1}.,{0} rejected candidate {1}.
{0} requests,{0} requests
{0} result(s) found in {1} ms,{0} result(s) found in {1} ms
{0} reused,{0} reused
{0} segments,{0} segments
{0} selected,{0} selected
{0} step(s) remaining,{0} step(s) remaining
{0} supports at most {1} bytes.,{0} supports at most {1} bytes.
{0} supports at most {1} characters.,{0} supports at most {1} characters.
{0} supports at most {1} entries.,{0} supports at most {1} entries.
{0} tokens,{0} tokens
{0} → {1},{0} → {1}
{0}% embedded,{0}% embedded
{0}% success ({1} runs),{0}% success ({1} runs)
{0}: {1},{0}: {1}
